Deal_Id,Deal_Name,Manager_name,Trustee_name,Issuer_name,MvCoverage,NavWithoutIncentive,Deal_closedDate,Reinvestment_endDate,Was,Intex_Asset_Was,Warf_Test_Value,Diversity_Test_Value,Cur_Deal_Balance,Collection_Acc_Principal_bal,Cur_Collat_Balance,DefaultedTot,Inv_value,WAS,WAC,BELOW70,BELOW80,BELOW90,WAPP_ORIGINAL,WAPP_OVERRIDE,WAPP_OVERRIDE2,COUPON,BELOW101,ABOVE100,MOODYSCAA1BELOW,SPCCCBELOW,CAA1ORCCCBELOW,MOODYS_RATING_B3_FV,SP_RATING_BMINUS_FV,BELOW70_ORIG,BELOW80_ORIG,BELOW90_ORIG,BELOW101_ORIG,ABOVE100_ORIG,WTD_AVG_COVID_SCORE,ABOVE100_5_ORIG,ABOVE99_ORIG,WTD_AVG_ENERGY_RATING,PCT_FIXED,PCT_LOANPART,PCT_COV_LITE,PCT_SENIOR_SEC,WAL_LIMIT,PCT_CCC_OR_LESS,PCT_FI_CCC_OR_LESS,PCT_CAA1_OR_LESS,WAS_ALL_ASSET,WAC_FIXED_ASSET,WAC_FLOATING_ASSET,DEAL_SEN_MGT_FEES,DEAL_SUB_MGT_FEES,DEAL_INC_MGT_FEES,DEAL_INC_MGT_FEE_IRR_THRESHOLD,DEAL_INC_MGT_FEE_IRR_BALANCES,DEAL_INC_MGT_FEE_EXCESS_PCTS,DEAL_INC_MGT_FEE_IRR_ORIG_PX,DEAL_LAST_REFI_DATE,WASFL_ALL_ASSET,DEAL_INT_DIV_TEST_ACTUAL,DEAL_INT_DIV_TEST_THRESHOLD,WAL,COLLAT_TYPE,NON_CALL_DATE,YEAR2023,YEAR2024,YEAR2025,YEAR2026,YEAR2027,YEAR2028,YEAR2029,YEAR2030,YEAR2031,YEAR2032,DEFAULTED_SEC_BALANCE,EQUITYNAV90,RECOVERY_RATE_FITCH,RECOVERY_RATE_MOODY,RECOVERY_RATE_SP,ORIG_COLLAT_BALANCE,DEAL_COLLAT_FACTOR,AMENDED_COLLAT_BALANCE,FACTORS_YYYYMMDD,FITCH_RATING_BMINUS_FV,OVERRIDEPERCENT,WARF_TEST_TRIGGER,DIVERSITY_TEST_TRIGGER,FIRST_PAY_DATE,NEXT_PAY_DATE,SP_CC_PER,MOODYS_CC_PER,FITCH_CC_PER,DERIVED_CC_PER,DEFAULTED_WAVG,EQUITYNAV95,UBERSCORE,CONVICTION,PCTSCORE,RANKUB,RANKCONV
BOSP5,Bosphorus CLO V,Cross Ocean,Bank of New York Mellon (London),Bosphorus CLO,0.3361735842074955235500194628,0.4202169802593694044375243285,12/12/2019,12/06/2024,4.038670,4.02,3136,42,356941494.91,0,346776028.73,0,338323212.688580,4.038670,7.595158,0.0187440868499619,0.0418137322037611,0.0673381319796510,97.0830587180152982,97.5624566464536777,98.3218057379183137,4.4780,1,0.0086511170076747,0.0579012170,0,0.0579012170,0.2104375460,0,0.0216277925191868,0.0500358979643016,0.0600639965405950,1,0.3468111983416219,0.570224,0.0273952038576366,0.6138610339924692,3.555789,2.80,0,2.30,99.10,3.78,,6.80,5.70,4.041880,4.15,7.697456,0.100001,0.200001,0,12,26559119.29,20,95,,4.048217,106.74,104.030001,3.80,High-Yield Loans,12/12/2021,,,,10.5299357380,15.9191359455,45.7099310470,20.7510588473,4.0371879369,3.0527504853,,0,48.55224480,98,50,,350000000,0.990790,,02/09/2024,0.0496743510,86.30,3013,39,12/03/2020,12/09/2024,0,77.833460,77.6001,79.9718,0,41.16889030,3.086410,3.112410,0.666020,0.0311,0.045830
BOSP6,Bosphorus CLO VI,Cross Ocean,Bank of New York Mellon (London),Bosphorus CLO,0.3249866439369616026711185309,0.4062333049212020033388981636,25/03/2021,25/05/2025,4.019966,4.12,2808,47,355450000,-11523460.35,358670733.71,0,349190147.832390,4.019966,7.570475,0.0292747609803304,0.0473972320633922,0.0775136652004592,96.7687404936250660,97.3567439467571830,98.4051757740463457,4.391001,1,0.0460031958262336,0.0579971580,0.0370866140,0.0691494480,0.1399684140,0.2353590250,0.0278807247431719,0.0552090854059217,0.0747255927261420,1,0.2891809240389891,0.397151,0.0153343986087445,0.5954819459083321,3.552966,3.40,0,4.10,98.20,5.07,3.80,,5.40,4.033239,4.416667,7.679644,0.15,0.1850,0,14,22507139.27,20,95,,4.038620,106.650001,104.030001,4.37,High-Yield Loans,25/06/2022,,,,5.2706002005,11.8083911703,37.1806993787,24.1581445477,8.3695466980,13.2126180048,,0,49.66799330,98,50,60,350000000,1.024775,,30/08/2024,0,74.23,2825,38,25/08/2021,25/11/2024,76.410110,78.432580,0,78.504540,0,41.69685810,3.143040,3.255660,0.727950,0.124390,0.240590
BOSP7,Bosphorus CLO VII,Cross Ocean,BNY Mellon Corporate Trustee Services,Bosphorus CLO,0.525426298014336,0.65678287251792,26/10/2022,17/04/2028,4.386617,4.47,0,0,405500000,-9213265.21,408894140.93,0,401842622.929422,4.386617,7.981804,0.0048912415214636,0.0171193453251226,0.0523744769521318,97.7132545157702757,98.2754661184526061,98.6511126356481050,5.4220,0.9963315688589023,0.0330158802698792,0.0489066070,0,0.0489066070,0.2215778430,0,0.0048912415214636,0.0401463731484728,0.0571556859847520,0.9914403273374387,0.3346977700114046,0.117390,0.0281246387484156,0.6706755568966377,3.716793,3.60,0,2.60,99.40,7.71,,5.80,5,4.411949,5.105903,8.086782,0.15,0.35,0,12,22549651.89,20,90.73,17/10/2023,4.360743,108.61,104.77,4.67,High-Yield Loans,17/10/2025,,,,2.2010586847,10.2672071222,36.7098790236,26.9660956426,7.3980028012,16.4577567257,,0,71.60232350,98,50,,400000000,1.022236,,31/07/2024,0.1652492690,77.08,,,17/04/2023,17/10/2024,0,80.461010,82.465550,83.738640,0,65.44064850,3.057880,3.083090,0.723150,0.019640,0.032730
BOSP8,Bosphorus CLO VIII,Cross Ocean,BNY Mellon Corporate Trustee Services,Bosphorus CLO,0.6551976859056621004566210046,0.8189971073820776255707762557,29/03/2023,15/10/2027,4.376462,4.43,2904,49,299280000,-2480124.05,302187773.12,0,297003368.032001,4.376462,8.010102,0.0066184014639328,0.0165460036598320,0.0493070909062993,97.8334725896079961,98.2843762881361677,98.7911756156496078,5.485001,1,0.0231644051237648,0.0506806690,0,0.0506806690,0.1757956580,0,0.0066184014639328,0.0360702879784337,0.0523352697785021,0.9933815985360672,0.3233757361228342,0.099276,0.0264736058557312,0.6677765504094926,3.660270,1.30,0,3.60,99,7.25,,6.20,5.10,4.402089,6.3125,8.032874,0.15,0.35,0,12,17739070.03,20,87.97,,4.402089,109.780001,105.890001,4.68,High-Yield Loans,29/03/2025,,,,1.3236802928,7.7485195341,37.2714009131,27.5240553088,9.0940966857,17.0382472654,,0,88.78551690,98,50,,300000000,1.007293,,30/08/2024,0.1584949440,79.87,2915,40,15/10/2023,15/10/2024,0,83.387380,85.318320,87.222460,0,83.19743060,3.114510,3.124160,0.656240,0.062190,0.050740
BRDGPT1,Bridgepoint CLO 1,Bridgepoint Credit Management,BNY Mellon Corporate Trustee Services,Bridgepoint CLO,0.5737354781707641681901279707,0.7171693477134552102376599634,18/12/2020,15/01/2024,3.859296,3.86,2907,45,301782230.66,453009.94,299736388.90,0.151250,293593802.379964,3.859296,7.438445,0.0202239427526512,0.0302327375173098,0.0485821945858506,97.4936245423126868,97.9506704065720463,99.4320509410794466,4.8950,1,0.0166813246077644,0.0535865930,0.0369052680,0.0535865930,0.2598783560,0.22488689,0.0302327375173098,0.0302327375173098,0.0519184595074035,0.9916593376961178,0.3698264260365886,0.235826,0.0083406623038822,0.7359873040093198,3.760578,4.80,0,0,98.70,4.37,2.50,,2.70,3.901624,4.746503,7.573308,0.15,0.35,0,10,22762339.04,20,100,,3.901624,0,0,4.40,High-Yield Loans,18/12/2021,,,,4.7080875371,9.9088850937,42.5217227237,25.7059378085,6.9978156730,10.1575511641,,3561851.57,73.92581960,90,50,50,300000000,0.999122,,06/08/2024,0,86.33,3012,42,15/07/2021,15/10/2024,63.955070,88.004360,0,88.004360,15.1250,70.763443,3.363480,3.615910,0.834770,0.954170,0.970540
BRDGPT2,Bridgepoint CLO 2,Bridgepoint Credit Management,BNY Mellon Corporate Trustee Services,Bridgepoint CLO,0.557387794293515358361774744,0.69673474286689419795221843,28/06/2021,15/01/2026,3.808509,3.96,2901,46,354800000,-12527404.20,362164017.45,0,358441732.1660,3.808509,7.453714,0.0096641295969808,0.0096641295969808,0.0411604527279081,98.6332465487347934,98.9722100759184628,99.4689134504463732,4.5850,1,0.0207088491363873,0.0268023170,0.0163098340,0.0309440870,0.2314163210,0.2342908040,0.0096641295969808,0.0218321935339466,0.0356380929582048,0.9882649854893805,0.4684641119363085,0.205708,0.0117350145106195,0.7677380926954923,3.739964,4.30,0,0,98.90,5.40,1.70,,2.80,3.901303,6.041528,7.514942,0.15,0.35,0,12,22624733.19,20,100,,3.866098,107.420001,103.50,4.60,High-Yield Loans,28/12/2022,,,,2.9649432916,10.0418684926,40.3339850183,22.3372549707,7.3171266949,17.0048215319,,0,72.93999030,90,50,50,350000000,1.034754,,06/08/2024,0,89.17,3122,42,15/01/2022,15/10/2024,79.826830,84.805540,0,86.091070,0,69.189922,3.397540,3.642350,0.851150,0.970540,0.980360
BRDGPT3,Bridgepoint CLO 3,Bridgepoint Credit Management,BNY Mellon Corporate Trustee Services,Bridgepoint CLO,0.5244275236887838616714697406,0.6555344046109798270893371758,22/12/2021,15/07/2026,3.858721,4.05,2916,49,407900000,-17166367.65,417551038.89,0,413113411.490001,3.858721,7.364693,0.0095796672201641,0.0191593344403282,0.0406237763055084,98.4772603743237689,98.9372251565229485,99.3581994174594832,4.6250,1,0.0215542512453692,0.0236198670,0,0.0236198670,0.2465409260,0,0.0191593344403282,0.0262542754752622,0.0454136099155905,0.9958088955911782,0.4332240159212121,0.275088,0.0041911044088218,0.7829584757328922,3.833090,6.70,0,0,99.50,5.95,,3.20,2.50,3.894801,4.424015,7.565176,0.15,0.35,0,12,26243410.39,20,90,,3.851093,107.280001,103.180001,4.56,High-Yield Loans,22/06/2023,,,,4.9737574394,9.6971294378,37.5383491553,24.7130731094,6.4004151615,16.6772756967,,0,65.970166,90,50,,400000000,1.043879,,06/08/2024,0.2581063410,88.44,2994,42,15/07/2022,15/10/2024,0,77.446860,81.223810,82.341540,0,62.77809110,3.409490,3.624380,0.850120,0.973810,0.977090
BRDGPT4,Bridgepoint CLO IV,Bridgepoint Credit Management,BNY Mellon Corporate Trustee Services,Bridgepoint CLO,0.585575627275766016713091922,0.7319695340947075208913649025,19/01/2023,20/01/2027,4.040569,4.22,0,0,326200000,-11444100.57,330608922.44,0,328021806.8440,4.040569,7.525499,0,0.0030247217546934,0.0285338638484932,98.8951259476998161,99.2174695162773418,99.2591142495724593,5.8880,1,0.0302472175469337,0.0354907240,0.0268702670,0.0519754580,0.2745448550,0.22636121,0,0.0134102550750263,0.0224844203391064,0.9848763912265332,0.4711992644066403,0.221127,0.0211730522828536,0.7807769818034679,3.759809,9,0,0,96.80,6.50,2.80,2.30,,4.150764,5.305556,7.737336,0.15,0.35,0,12,22429762.32,20,100,,4.128079,115.35,111.290001,4.57,High-Yield Loans,20/01/2025,,,,3.3638855533,9.8568342165,38.2935823285,24.8565130014,9.6523628747,13.9768220255,,0,75.88908190,87,50,50,319000000,1.036392,,12/08/2024,0.2236812030,87.94,,,20/07/2023,20/10/2024,88.896560,87.113220,89.6622,90.751950,0,72.64625460,3.339340,3.578980,0.834010,0.942720,0.957450
BRDGPT5,Bridgepoint CLO V,Bridgepoint Credit Management,BNY Mellon Corporate Trustee Services,Bridgepoint CLO,0.8066394462012114989733059548,1.0082993077515143737166324435,27/09/2023,15/04/2028,3.916729,4.07,0,0,395460000,-15924610.43,415713426.51,0,411707951.459999,3.916729,7.372102,0.0048110065070316,0.0096220130140631,0.0408935553097683,98.6673073175218624,99.03648167353487,99.3059605810129887,5.485001,1,0.0168385227746105,0.0307904420,0.0055567130,0.0363471540,0.2761159580,0.2744891780,0.0048110065070316,0.0096220130140631,0.0408935553097683,0.9951889934929684,0.4613097185000035,0.230928,0.0120275162675789,0.7670242884068354,3.710326,8.70,0,0,97.30,6.64,0.60,2,,3.968141,4.530891,7.631673,0.15,0.35,0,12,39571197.40,20,100,,3.932059,112.140001,108.200001,4.75,High-Yield Loans,27/03/2025,,,,2.1254968679,7.4508983893,37.7709573319,22.8566942660,11.3190955594,18.4768575855,,0,103.92001050,90,,50,400000000,1.039285,,06/08/2024,0.2617640660,84.75,,,15/04/2024,15/10/2024,99.6670,87.657580,91.5210,90.2407,0,99.79519010,3.338150,3.519940,0.904980,0.939440,0.9018
BRDGPT6,Bridgepoint CLO VI,Bridgepoint Credit Management,BNY Mellon Corporate Trustee Services,Bridgepoint CLO,0.7127364199326868686868686869,0.8909205249158585858585858586,14/05/2024,14/11/2028,3.907873,4.08,0,0,401700000,-17196513.18,416781322.77,0,415656852.770001,3.907873,7.341391,0,0,0.0119966988126271,99.5673020756430333,99.7302014417233047,99.8263765767643734,5.038001,0.9952013204749492,0.0215940578627287,0,0.0093934150,0.0093934150,0,0.2217511070,0,0,0.0119966988126271,0.9712079228496950,0.5384866535246637,0.105571,0.0383894362004066,0.8678644299509765,3.796180,6,0,0,98.80,7.50,1,1,,4.003747,5.593882,7.446754,0.15,0.35,0,12,29700000,20,100,,3.882327,111,106.61,5.02,High-Yield Loans,14/11/2025,,,,1.6383256439,6.3771106064,29.4212031924,25.6135282144,10.9169959195,26.0328364234,,0,90.99713670,90,,50,400000000,1.041953,,06/08/2024,0.2373468150,86.36,,,14/11/2024,14/11/2024,99.6670,0,94.770980,94.770980,0,89.00228820,3.406250,3.619780,0.857540,0.972180,0.975450
BSHPK,Bushy Park CLO,GSO/Blackstone Debt Funds Management,BNY Mellon Corporate Trustee Services,Bushy Park CLO,0.5995218183115012987012987013,0.7494022728893766233766233766,21/03/2023,15/10/2027,3.948713,3.91,0,0,404500000,-5415123.06,406529325.50,0,400267110.566241,3.948713,7.435453,0.0155786182760879,0.0180384654193908,0.0375898473774434,97.7473325384049570,98.4595908493691189,98.6967527318349879,5.3850,1,0.0270583185763311,0.0432484870,0.0326701530,0.0481681810,0.2840252460,0.2540544110,0.0236961138489873,0.0310756552788957,0.0400496945207462,0.9956952674992201,0.3164568362731805,0.332353,0.0299960687829887,0.6627320437920044,3.721197,6.15,0,1.66,99.05,7.11,3.31,4.79,,3.964205,4.204084,7.644147,0.15,0.35,0,11.496283,15488365.63,20,,,3.888633,113.99,109.27,4.38,High-Yield Loans,15/10/2024,,,,5.2815378014,11.2972069908,39.0009054316,26.9533221435,6.8650281663,10.6019994663,,0,78.91628850,100,,60,400000000,1.016324,,12/08/2024,0.1836234010,82.90,,,15/10/2023,15/10/2024,69.645380,74.6026,75.172680,78.080880,0,72.50982310,3.337970,3.5340,0.755940,0.936170,0.916530
BSTLE203,Bastille Euro CLO 2020-3,Carlyle Group,U.S. Bank Trustees,Bastille Euro CLO,0.3553505869618483080513418903,0.4441882337023103850641773629,05/11/2020,05/08/2024,3.790934,3.82,2972,57,301225000,-4192166.43,298620781.18,0,293508899.337072,3.790934,7.355534,0.0139194786564251,0.0240962653756594,0.0535780288859266,97.5163640163057322,98.2881694235075003,98.9947508229657830,4.8350,1,0.0261376481541491,0.0357338870,0.0276411260,0.0418732230,0.2726878110,0.2424142980,0.0215847188013173,0.0365744179518994,0.0510664823115844,1,0.2538125665618487,0.463171,0.0167436438289475,0.6571450529148334,3.608326,4.8518,0,5.6975,90.59,4,2.8035,,3.6243,3.822934,4.459879,7.501011,0.15,0.35,0,12,14754094.59,20,100,,3.747169,107.85,105.890001,3.94,High-Yield Loans,05/05/2022,,,,8.4695048315,12.9385660862,48.5997108997,25.4743722186,3.8481002108,0.6697457532,,0,50.21384780,90,60,70,300000000,0.995404,,02/08/2024,0,88.93,3246,54,15/07/2021,15/10/2024,72.8597,71.348420,0,75.212750,0,41.551785,3.263430,3.346080,0.806370,0.610470,0.415710
CABPK,Cabinteely Park CLO,GSO/Blackstone Debt Funds Management,BNY Mellon Corporate Trustee Services,Cabinteely Park CLO,0.4826114895709487179487179487,0.6032643619636858974358974359,23/12/2021,15/08/2026,3.930061,3.91,3076,62,404200000,-3067435.84,404334695.79,0.01,394889283.933267,3.930061,7.282992,0.0236887063606696,0.0392425292838113,0.0718722173303009,96.6846867738915589,97.6639620694570125,98.0600198058660891,4.5120,1,0.0275920420536810,0.0722134590,0,0.0722134590,0.2980304280,0,0.0328395411480995,0.0567379361179407,0.0752703921946060,1,0.2602302317252743,0.377181,0.0112901515688155,0.5866784710288688,3.652829,9.61,,2.87,98.16,6.03,,7.65,7.19,3.915809,3.780459,7.651795,0.200001,0.30,0,12,24812258.98,20,94,,3.411282,110.88,106.30,4.3247,High-Yield Loans,15/08/2023,,,,6.1784563037,10.4929619080,42.0591331144,25.0206872359,6.5697862282,9.6789752098,,387098.88,65.004115,100,60,,400000000,1.010837,,02/08/2024,0.1916807560,82.40,3142,57,15/08/2022,15/11/2024,0,75.067320,75.490720,77.854450,1,55.85540850,3.231790,3.386510,0.742670,0.446810,0.530280
CADOG10,Cadogan Square CLO X,Credit Suisse First Boston,BNY Mellon Corporate Trustee Services,Cadogan Square CLO,0.2865615764138042381432896065,0.3582019705172552976791120081,17/01/2018,25/07/2022,3.845061,3.86,3053,53,464281967.67,13142754.71,435965355.52,0.518132,419338120.599131,3.845061,7.196295,0.0353744802763175,0.0624474711930431,0.1108309154344797,95.9683523659382906,96.1861109582508507,96.5059702272209577,4.4250,1,0.0289559225524765,0.1003550020,0.0746639140,0.1156808390,0.1872962590,0.2168737780,0.0364066723858563,0.0690652526829479,0.1153448655800199,0.9924902289630447,0.3254961394827853,0.675839,0.0086566511586650,0.6445274558682438,3.681236,10.72,0,4.03,98.86,3.99,,,,3.928328,4.567638,7.538666,0.15,0.35,0,10,7527690.14,20,90,,3.929188,0,0,3.74,High-Yield Loans,25/01/2020,,0.1720320183,3.1263698543,17.9576345090,16.0312035360,34.2332495806,20.0846515282,3.1905855417,5.2042734320,,13788496.04,41.36195680,100,60,70,450000000,0.968813,,12/08/2024,0,75,3079,60,25/07/2018,25/10/2024,73.858270,74.500330,0,82.268380,51.813190,38.00747620,3.216130,3.371950,0.634890,0.351880,0.481180
CADOG11,Cadogan Square CLO XI,Credit Suisse First Boston,U.S. Bank Trustees,Cadogan Square CLO,0.3455290425721702127659574468,0.4319113032152127659574468085,12/07/2018,15/08/2022,3.662253,3.72,2976,52,531571626.84,11670772.24,509798087.59,0.485789,493200685.851115,3.662253,6.948072,0.0254881117962336,0.0448706509240517,0.0851868944336383,96.2863145528927699,96.7443185559086887,97.3530696906619991,4.322001,0.9985812720416055,0.0052820449812390,0.0915421510,0,0.0915421510,0.1661358210,0,0.0320593408407297,0.0436839065742247,0.0878394307865944,0.9962273989510397,0.2821325171499551,0.919467,0.0099319023026075,0.5903716876083152,3.639505,12.22,0,92.19,97.78,2.45,,6.6639,6.6222,3.755668,4.370222,7.339916,0.15,0.35,0,10,13590790.73,20,95,,3.734210,0,0,3.53,High-Yield Loans,15/08/2020,,0.6317163242,4.9019398009,19.7233954849,21.3384856158,28.0294311529,18.8049677281,2.4316344219,4.0310076676,0.1074218035,12119914.62,51.42434930,100,60,,525000000,0.971045,,01/08/2024,0.14684870,57.50,3105,60,15/02/2019,15/11/2024,0,77.147060,79.364470,84.923240,48.578930,45.36302430,3.219840,3.319170,0.616660,0.373160,0.360070
CADOG12,Cadogan Square CLO XII,Credit Suisse First Boston,BNY Mellon Corporate Trustee Services,Cadogan Square CLO,0.3763455609872930648769574944,0.470431951234116331096196868,27/09/2018,15/04/2023,3.882591,3.93,2986,57,506210940.42,9518875.95,489352763.91,0.451882,473020372.690166,3.882591,7.171383,0.0328487605169762,0.0379594667690818,0.0810309554669089,96.1622314005475114,96.6624503988693533,97.0450420493283426,4.5550,1,0.0152017599544368,0.0787691710,0,0.0787691710,0.1784583370,0,0.0337683425305822,0.0450018707446193,0.0866837196566883,0.9974456055177612,0.2961634808844254,0.773336,0.0150198395555640,0.6060133736662438,3.672123,11.47,0,91.65,97.79,2.70,,6.27,5.18,3.930927,4.279646,7.572204,0.15,0.35,0,10,10176318.43,20,95.81,,3.931693,0,0,3.69,High-Yield Loans,15/10/2020,,0.7152304550,3.5343703368,13.6891937433,19.2209554511,35.0577284001,21.1783659792,3.4014283882,3.0908173235,0.1119099227,12536020.54,53.763762,100,60,,500000000,0.978706,,12/08/2024,0.1280037650,73.16,3065,64,15/04/2019,15/10/2024,0,75.075360,78.620530,83.211420,45.188150,48.23347390,3.208850,3.270460,0.628480,0.314240,0.265140
CADOG13,Madison Park Euro Funding XIII,Credit Suisse First Boston,BNY Mellon Corporate Trustee Services,Madison Park Euro Funding,0.488578786397698876404494382,0.6107234829971235955056179775,20/03/2019,15/10/2023,3.993336,4.06,2916,58,506416098.17,4224060.93,499320476.86,0.466279,484869232.233373,3.993336,7.331252,0.0229244896423694,0.0358525925124824,0.0804920728922337,96.6465833885848260,97.1058177463745683,97.5095874918194718,4.4350,1,0.0147871982267417,0.0894833730,0,0.0894833730,0.1759765990,0,0.0239258505381697,0.0468925963486271,0.0772893363250162,0.9920011291643466,0.2804684961062904,0.563874,0.0217175151081185,0.6126740148006675,3.687044,10.39,0,3.25,98.08,4.18,,6.45,7.41,4.055661,4.563951,7.670568,0.15,0.35,0,10,20373792.13,20,90,15/04/2021,4.055661,0,0,4.04,High-Yield Loans,15/07/2022,,0.1852517657,1.6910662633,9.4592135590,15.2947169802,36.5813426076,25.2603014147,4.0358205809,7.4374488712,0.0548379573,9718190.78,68.95246380,100,60,,500000000,0.998642,,20/08/2024,0.1433744830,77.38,3226,58,15/10/2019,15/10/2024,0,78.143180,79.336640,84.908410,46.627920,62.42041990,3.2078,3.287960,0.682460,0.309330,0.291330
CADOG5,Madison Park Euro Funding V,Credit Suisse First Boston,BNY Mellon Corporate Trustee Services,Madison Park Euro Funding,0.3848073085237615894039735099,0.4810091356547019867549668874,13/08/2013,15/05/2022,3.951203,3.95,2894,48,313672579.13,-2341437.51,308032418.23,0.497635,296422111.510965,3.951203,7.185656,0.0434090700155330,0.0640001900555803,0.0969987425404371,95.7299651558413180,96.2308166177071407,96.4478207255234780,4.222001,1,0.0336637023128434,0.09926030,0,0.09926030,0.2192839250,0,0.0518497400428632,0.0683087777608167,0.1070788503999987,0.9946044640056066,0.2687008123222888,0.770005,0.0065317800365340,0.6109820950386921,3.5776,14.44,0,4.45,95.56,5,,6.90,7.41,4.001093,4.299542,7.668112,0.15,0.35,0,12,0,20,97.50,04/06/2021,4.002311,0,0,3.51,High-Yield Loans,15/11/2019,,0.3787132948,3.0796607138,18.5561424731,21.5194171642,31.4976256972,21.4901374311,3.4783032259,,,8326199.76,52.12208890,100,60,,300000000,1.026775,,06/08/2024,0.13162946,71.74,3152,50,15/11/2013,15/11/2024,0,74.563350,74.928210,81.223340,49.763510,49.07945530,3.161450,3.142080,0.620770,0.166940,0.065470
CADOG6,Madison Park Euro Funding VI,Credit Suisse First Boston,BNP Paribas Trust Corporation (UK),Madison Park Euro Funding,0.3173028966327048458149779736,0.396628620790881057268722467,30/06/2015,15/10/2021,3.920695,3.94,2841,51,416470180.36,10993022.10,390504125.87,0.554066,378084097.643907,3.920695,7.328373,0.0345589009845511,0.0544220506061308,0.0868421387980148,96.5240814137324136,96.8194886027568721,97.0288259458734563,4.365001,1,0.0206643441014151,0.07015417,0,0.07015417,0.2035822650,0,0.0371196933904498,0.0598752027725919,0.0882862344493569,0.99216397523795,0.3094695941579656,0.637623,0.0206451083763552,0.6635032048195450,3.614324,9.17,0,2.97,98.63,4.88,,6.91,6.93,4.0155,4.928153,7.577703,0.15,0.35,0,12,0,20,90.716009,29/04/2021,4.028535,110.71,107.30,3.86,High-Yield Loans,15/10/2019,,,1.4641023823,14.4180060005,18.4825549895,30.7349149110,25.0695668021,3.8048139023,6.0260410124,,6165475.56,45.05246480,100,60,,400000000,0.976261,,20/08/2024,0.1646639170,77.78,3235,56,15/01/2016,15/10/2024,0,78.817560,77.652780,77.954970,55.406590,41.48057620,3.1679,3.2474,0.657750,0.180030,0.2275
CADOG7,Madison Park Euro Funding VII,Credit Suisse First Boston,U.S. Bank,Madison Park Euro Funding,0.2358701568375619757688723206,0.2948376960469524697110904007,19/05/2016,25/08/2022,3.775844,3.84,3005,50,469107626.36,7950078.39,439306857.59,0.588191,423325590.362920,3.775844,7.014577,0.0292133862430563,0.0623686704785545,0.1046054762315781,96.0371642148993889,96.3621630407337890,96.9659659699473120,4.3210,0.9983536227866604,0.0084059157424909,0.0961798330,0.1143461740,0.1500886620,0.1695510660,0.1822903610,0.0344489066094298,0.0559949935107955,0.1017201412587674,0.9923213927993170,0.2639535833019501,0.824933,0.0136880740559987,0.6175497678281075,3.631623,11.80,0,92.77,97.86,2.50,,7.07,7.39,3.836093,4.234206,7.435344,0.15,0.35,0,12,0,20,90,25/05/2018,3.819180,0,0,3.64,High-Yield Loans,25/05/2020,,1.5053255204,3.4280192398,19.6479184831,16.7853199753,28.7587441892,22.6665134403,1.9845588589,5.0989415742,0.1246587187,11312634.53,35.99079980,100,60,95,400000000,1.098268,450000000,15/08/2024,0.1127277910,57.61,3022,56,25/11/2016,25/11/2024,81.158740,76.971970,73.439680,86.208590,58.819070,31.79863850,3.1760,3.209450,0.587530,0.204580,0.158760
CADOG8,Madison Park Euro Funding VIII,Credit Suisse First Boston,BNY Mellon Corporate Trustee Services,Madison Park Euro Funding,0.3532799517299963031423290203,0.4415999396624953789279112754,29/12/2016,15/04/2024,4.000997,4.05,2923,61,475353499.09,1702886.42,458931514.39,0.485583,443441169.405741,4.000997,7.429980,0.0345552760548134,0.0502241460376430,0.0876663703155720,96.2433819517118867,96.6246935557281636,96.9992365630923697,4.5050,1,0.0379991843950388,0.0853500880,0.0618235330,0.1094224240,0.1982328350,0.2350043070,0.0354268657963278,0.0517519170623283,0.0845210324280254,0.9968099815460572,0.3442094105042399,0.350306,0.0231712132781608,0.6393689061646050,3.692269,7.92,0,6.44,98.21,5,5.04,,6.51,4.053305,4.623021,7.687694,0.15,0.35,0,12,33509748.83,20,90,03/02/2022,4.020516,0,0,4.37,High-Yield Loans,15/10/2021,,,1.0899229718,7.0448703709,10.4419947699,35.8885758780,25.2135060792,9.6800497955,10.4587199037,0.1823602310,9720358.50,49.66980130,100,60,65,460000000,0.997678,,20/08/2024,0,74.52,3065,64,15/07/2017,15/10/2024,70.361210,77.254570,0,80.751190,48.558330,45.543008,3.2058,3.287130,0.714140,0.296240,0.289690
